|Titulo|Main Story|Main + Extras|Completionist|All Styles|Rating|Developer|Publishers|Genres
3695|Summer Fling|37 Mins|55 Mins|1½ Hours|1 Hours|43|AJTGames|Dharker Studio|Visual Novel
3696|Death Road to Canada|5½ Hours|6 Hours|--|6 Hours|80|Rocketcat Games|Rocketcat Games|Top-Down, Action, Roguelike, Role-Playing, Survival
3697|Memento (2016)|--|1½ Hours|--|1½ Hours|NR|CreateLab|Agm Playism| July 08, 2016
3698|Woodle Tree 2: Worlds|4 Hours|--|13½ Hours|5½ Hours|40|Fabio Ferrara|Chubby Pixel|Adventure
3699|Little Nightmares|3 Hours|4 Hours|5½ Hours|3½ Hours|76|Tarsier Studios|BANDAI NAMCO Entertainment|Adventure, Platform, Puzzle
3700|Supipara: Chapter 1 - Spring Has Come!|--|--|--|--|NR|Minori|MangaGamer|Visual Novel
3701|Fall of Civilization|--|--|--|--|NR|Luke Dodds|New Reality Games| August 31, 2016
3702|Neon Space 2|1½ Hours|1½ Hours|5½ Hours|2 Hours|50|Just1337 Studio|KupiKey|Action, Strategy
3703|The Eyes of Ara|7 Hours|12½ Hours|16 Hours|12½ Hours|80|100 Stones Interactive|100 Stones Interactive|First-Person, Adventure, Hidden Object, Puzzle
3704|Elves Adventure|2 Hours|--|--|2 Hours|NR|Patryk Taranek|Patryk Taranek|Action, Adventure
3705|Gone In November|42 Mins|--|48 Mins|47 Mins|53|Florastamine|Sometimes You|Adventure
3706|ROD: Revolt of Defense|3 Hours|--|--|3 Hours|NR|Hostel Games|Hostel Games|Strategy
3707|Unexplored|11 Hours|125 Hours|250 Hours|127 Hours|85|Ludomotion|Ludomotion| February 22, 2017
3708|REED|--|--|--|--|NR|PXLink|BUG-Studio| July 13, 2016
3709|Saboteur (1985)|--|--|--|--|60|Clive Townsend, Branko Spoljaric|Durell Software| 1985
3710|Angel Beats! 1st Beat|12 Hours|--|--|12 Hours|10|Key|VisualArt's| June 26, 2015
3711|Nancy Drew: The Final Scene|3½ Hours|3½ Hours|--|3½ Hours|65|HeR Interactive|HeR Interactive|Adventure
3712|Urban Assault|9½ Hours|--|--|9½ Hours|60|TerraTools|Microsoft Game Studios| July 31, 1998
3713|Genkai Tokki: Seven Pirates|13 Hours|--|--|13 Hours|NR|Felistella|Compile Heart| August 04, 2016
3714|Ghosts 'n Demons|--|--|--|--|NR|BonusJZ|Side, Scrolling, Action, Platform| 11 Months Ago
3715|The Leisure of Grisaia|52 Mins|--|1 Hours|54 Mins|45|Frontwing|Frontwing|Adventure
3716|Rewind: One Last Chance|--|--|--|--|NR|Dreamkind|Point-and-Click, Text, Third-Person, Interactive Art, Puzzle, Visual Novel| 9 Months Ago
3717|Chicago 1930|--|--|--|--|80|Spellbound|Wanadoo| June 21, 2004
3718|Star Trek: Deep Space Nine - The Fallen|--|--|--|--|NR|The Collective|Simon & Schuster| November 23, 2000
3719|Watch Dogs: Signature Shot DLC|--|20 Mins|--|20 Mins|50| DLC/Expansion|Ubisoft Montreal|PC, Xbox One
3720|Watch Dogs: Breakthrough DLC|25 Mins|45 Mins|--|28 Mins|50| DLC/Expansion|Ubisoft Montreal|PC, Xbox One
3721|Watch Dogs: The Palace DLC|30 Mins|30 Mins|--|30 Mins|53| DLC/Expansion|Ubisoft Montreal|PC, Xbox One
3722|Steins;Gate 0|12½ Hours|29 Hours|30½ Hours|26½ Hours|83|5pb., Nitroplus|5pb., PQube|Visual Novel
3723|Kyoto Colorful Days|--|3½ Hours|--|3½ Hours|NR|InterOne|Dogenzaka Lab| June 14, 2016
3724|Worms W.M.D|13 Hours|17 Hours|24½ Hours|18 Hours|75|Team17 Digital|Team17 Digital|Action, Strategy
3725|Yakuza Kiwami|17½ Hours|32 Hours|88 Hours|28½ Hours|82|Sega|Sega|Third-Person, Action, Adventure
3726|Magic Potion Explorer|1½ Hours|--|--|1½ Hours|NR|ARTIFACTS|AGM PLAYISM|Role-Playing, Strategy
3727|The Rocky Horror Show|--|--|--|--|NR|CRL Group|CRL Group| 7 Months Ago
3728|Project Highrise|8½ Hours|10 Hours|40 Hours|11 Hours|58| SomaSim|Kasedo Games|Simulation
3729|Raid Over Moscow|--|--|--|--|NR|Access Software|U.S. Gold| 1984
3730|Picross Touch|18 Hours|18½ Hours|45½ Hours|37½ Hours|73|Jon Gallant|JGallant Games|Puzzle
3731|The Rebel|--|--|--|--|NR|Novukomp EOOD|Novukomp EOOD| July 15, 2016
3732|Rabbit Island|--|--|--|--|NR|Serhii Vitukhin|Serhii Vitukhin| July 14, 2016
3733|Crazy Forest|--|--|1 Hours|1 Hours|NR|SnagBox|Atriagames|Action, Adventure
3734|Usagi Yojimbo: Way of the Ronin|--|--|--|--|NR|HappyGiant|HappyGiant| January 30, 2015
3735|Alteric|--|--|4½ Hours|4½ Hours|NR|Goonswarm|Goonswarm| July 13, 2016
3736|Bye-Bye, Wacky Planet|--|--|4½ Hours|4½ Hours|20|Rasul Mono|Efimov Max|Action, Adventure
3737|Evolution Planet|8½ Hours|--|--|8½ Hours|50|Play Wireless|Play Wireless| June 07, 2016
3738|Robot Legions Reborn|--|--|--|--|NR|Skyboy Games, Sentry Games|Skyboy Games| July 19, 2016
3739|Cubic Complex|--|--|--|--|NR|Kedexa|Kedexa| July 19, 2016
3740|TribeQuest: Red Killer|--|--|--|--|NR|IOZO Games|IOZO Games| May 18, 2016
3741|Funfair|--|--|--|--|NR|TheStonefox|Sysdia Games| August 20, 2016
3742|Dragon Quest XI: Echoes of an Elusive Age|55½ Hours|82 Hours|118 Hours|76½ Hours|90|Square Enix|Square Enix|Third-Person, Turn-Based, Role-Playing
3743|Virginia|2 Hours|2 Hours|3½ Hours|2 Hours|64|Variable State|505 Games|Adventure
3744|Pan-Pan|2 Hours|2 Hours|2 Hours|2 Hours|75|Spelkraft|Might and Delight|Adventure
3745|Valley|3½ Hours|5½ Hours|11 Hours|5 Hours|77|Blue Isle Studios|Blue Isle Studios|First-Person, Action, Adventure
3746|CarnEvil|43 Mins|--|--|43 Mins|NR|Midway Games|Midway Games|On-Rails, Shooter
3747|You Have 10 Seconds 2|24 Mins|--|38 Mins|36 Mins|NR|Tamation Games|Tamation Games|Platform
3748|AdVenture Communist|2 Hours|--|2 Hours|2 Hours|50|Hyper Hippo Games|Hyper Hippo Games|Simulation
3749|Divinity: Original Sin II|49½ Hours|89 Hours|126 Hours|90 Hours|92|Larian Studios|Larian Studios|Adventure, Role-Playing
3750|Able Black|--|--|--|--|60|Skot Leach|Skot Leach| December 21, 2016
3751|March of the Living|--|--|--|--|NR|Machine 22|Creaky Corpse| April 20, 2016
3752|Songs2See Editor|--|--|--|--|NR|Songquito UG|Songquito UG| November 26, 2013
3753|Waste Walkers - Awareness|--|--|--|--|NR| DLC/Expansion|Corrosive Studios|Action, Adventure, Strategy
3754|Prohibition|--|--|--|--|NR|Infogrames|Infogrames| 1990
3755|Ping Pong (1986)|--|--|--|--|NR|Konami Industry|Imagine| 1986
3756|The King of Fighters XIV|1 Hours|--|--|1 Hours|73|SNK|Atlus USA, Deep Silver|Fighting
3757|Pixel Puzzles Ultimate|--|--|--|--|60|Decaying Logic|KISS|Puzzle
3758|iOMoon|--|--|--|--|NR|Headtrip Games|Headtrip Games| April 27, 2016
3759|Fortify (2016, RTK Entertainment)|--|--|--|--|NR|RTK Entertainment|RTK Entertainment| August 10, 2016
3760|Mars 2030|--|--|--|--|NR|Advent RPG|Advent RPG|Role-Playing, Strategy
3761|Metal Combat: Falcon's Revenge|59 Mins|--|--|59 Mins|73|Intelligent Systems, Nintendo Research & Development|Nintendo| 1994
3762|Shien's Revenge|3 Hours|--|--|3 Hours|45|Almanic|Vic Tokai|Action
3763|Valentino Rossi: The Game|25½ Hours|--|--|25½ Hours|90|Milestone|Milestone|Racing
3764|Totally Unbalanced|--|--|27 Mins|27 Mins|NR|Isojumper|OtakuMaker.com| July 29, 2016
3765|Scooby-Doo! Mystery of the Fun Park Phantom|6 Hours|--|--|6 Hours|40|Engineering Animation|SouthPeak Interactive|Puzzle
3766|Impossible Quest|--|--|4 Hours|4 Hours|90|Axel Sonic|OtakuMaker.com|Adventure
3767|Plates|--|--|1½ Hours|1½ Hours|60|Maasgdev|Maasgdev|Puzzle
3768|simian.interface++|17 Mins|--|37 Mins|35 Mins|73|Vested Interest|Vested Interest|Puzzle
3769|Thief II - Fan Mission: Bad Debts|--|1 Hours|--|1 Hours|NR| Mod|Melan| December 17, 2007
3770|Alien Attack In Space|--|--|--|--|NR|Deadly Silence Games, Nova Dimension|Nova Dimension|Action, Adventure
3771|Warbit|--|--|--|--|NR|Rakarnov Studios|Rakarnov Studios| April 19, 2016
3772|Zombillie|--|--|17 Hours|17 Hours|45|Forever Entertainment|Forever Entertainment|Action
3773|OVERGRAVITY|--|--|--|--|NR|CPsoft|CPsoft| July 24, 2015
3774|Bottle|35 Mins|53 Mins|2 Hours|56 Mins|40|Tonguç Bodur|Tonguç Bodur|Adventure
3775|AuroraRL|--|--|--|--|NR|Sun Dogs|Siberian Digital|Strategy
3776|Sekwere|--|--|58 Mins|58 Mins|70|Vasily Bulygin|Vasily Bulygin|Action, Puzzle
3777|SweatShop|--|--|10½ Hours|10½ Hours|25|DUCK|Sometimes You|Simulation
3778|Nil-Ninjahtic: Ronin|--|--|--|--|NR|Blaze Epic|Blaze Epic| March 16, 2016
3779|Hikikomori No Chuunibyou|4½ Hours|--|--|4½ Hours|NR|Blaze Epic|Blaze Epic| July 15, 2016
3780|The Withering|--|--|--|--|NR|CM Softworks|CM Softworks| December 18, 2015
3781|Midsummer Night|1 Hours|1½ Hours|3½ Hours|1½ Hours|75|Everlasting Fantasy|Siberian Digital|Adventure
3782|The Dweller|1½ Hours|2½ Hours|3 Hours|2½ Hours|60|Villainous Games|Forever Entertainment|Puzzle
3783|Where's My Mommy?|--|--|--|--|NR|Exquisite Games|Exquisite Games| March 01, 2016
3784|Dyna Bomb|--|--|--|--|NR|7 Raven Studios|7 Raven Studios| May 13, 2016
3785|Thirty Years' War|--|--|--|--|NR|Ageod, HQ|Slitherine| September 03, 2015
3786|Battlevoid: Harbinger|--|--|--|--|NR|Bugbyte|Bugbyte| February 24, 2016
3787|Iron Impact|--|--|5½ Hours|5½ Hours|55|Vasiliy Kostin|Siberian Digital| May 27, 2016
3788|Slide Ride Arcade|--|--|--|--|NR|ZeroBit Games|Ocean Media| June 15, 2016
3789|T-Kara Puzzles|--|--|--|--|NR|Mexond|Mexond| June 01, 2016
3790|Galaxy Cannon Rider|--|--|--|--|NR|Coolegion|Strategy First| May 10, 2016
3791|Inverted|--|--|--|--|NR|Versus System|Dagestan Technology|Action, Adventure
3792|Kitty Cat: Jigsaw Puzzles|--|--|8½ Hours|8½ Hours|53|EnsenaSoft|United Independent Entertainment|Puzzle
3793|Fly and Destroy|--|--|--|--|NR|Just1337 Studio|KupiKey| July 27, 2016
3794|Tracks of Triumph: Industrial Zone|--|--|2 Hours|2 Hours|50|Silicon Echo|Silicon Echo| June 17, 2016
3795|Father's Island|--|--|--|--|NR|Homegrown Games|Homegrown Games| June 21, 2016
3796|Caromble!|--|--|--|--|NR|Crimson Owl Studios|Crimson Owl Studios| August 28, 2015
3797|SCP 087. Re|15 Mins|--|--|15 Mins|60|ArtemiZ Game|ArtemiZ Game|Adventure
3798|Mahluk: Dark Demon|--|--|--|--|NR|Serkan Bakar|Serkan Bakar| July 19, 2016
3799|GooCubelets: The Void|--|--|10 Hours|10 Hours|40|Zonitron Productions|GrabTheGames|Puzzle
3800|Domino Sky|2 Hours|--|--|2 Hours|60|Russpuppy|Russpuppy|Simulation
3801|Rescue Lucy|--|--|17 Mins|17 Mins|NR|Starodymov|OtakuMaker.com|Adventure
3802|Diib's Dilemma|1 Hours|--|--|1 Hours|NR|Random Thoughts Enterainment|Random Thoughts Enterainment| March 01, 1999
3803|A Long Way Home|--|--|--|--|NR|Jonathan Mulcahy|Jonathan Mulcahy|Adventure
3804|Neon Warp|--|--|--|--|NR|Axel Sonic|Axel Sonic| July 29, 2016
3805|Tiltagon|--|--|--|--|NR|Kiemura|Kiemura|Action
3806|Grind Zones|--|--|1½ Hours|1½ Hours|10|Odnako Games|Odnako Games|Action, Adventure, Role-Playing
3807|Existentia|--|--|--|--|NR|SmartHart Games|SmartHart Games|Adventure, Puzzle
3808|Death by Game Show|--|--|--|--|NR|Oointah|Action, Strategy| 1.5 Weeks Ago
3809|Night Blights|--|--|--|--|NR|Trapdoor Games, Hot Cross Games|Trapdoor Games| April 15, 2016
3810|Apartment 666|27 Mins|31 Mins|42 Mins|31 Mins|18|I Need Play|I Need Play|Action, Adventure
3811|Dead But Alive! Southern England|--|--|--|--|NR|Niels Bauer Games|Niels Bauer Games| October 02, 2015
3812|Jurassic Survival|--|--|--|--|NR|Technical Entertainment|Technical Entertainment| August 01, 2016
3813|PT Boats: South Gambit|--|--|--|--|NR|studio4|Akella| December 10, 2010
3814|In Case of Emergency, Release Raptor|--|--|--|--|NR|Arcen Games|Arcen Games| August 29, 2016
3815|Asteroids Minesweeper|--|--|--|--|NR|Francois Braud (Volatile Dove)|Francois Braud (Volatile Dove)|Puzzle
3816|Farm Frenzy: Heave Ho|--|--|--|--|NR|Alawar Stargaze, Alawar Entertainment|Buka Entertainment|Simulation
3817|Gazzel Quest|--|--|--|--|NR|DemonVideogames|Nerlaska Studio| July 18, 2016
3818|Smithy|--|--|--|--|NR|David Mulder, Tristan Hartz|Red Splat Games| June 03, 2016
3819|MechaGore|--|--|--|--|NR|imaginite|imaginite| June 13, 2016
3820|A Week of Circus Terror|--|--|--|--|NR|Richard Haraším|Richard Haraším| September 05, 2016
3821|Conclusion|35 Mins|--|4 Hours|1½ Hours|35|Tomadeira|PC| August 05, 2016
3822|Second Death|--|--|--|--|NR|Evan Wagstaff|Evan Wagstaff| August 15, 2016
3823|Super Cube Smash|--|--|--|--|NR|Lewis Fitzjohn, David Jordan|Lewis Fitzjohn| August 16, 2016
3824|Lew Pulsipher's Doomstar|2 Hours|--|--|2 Hours|80|Large Visible Machine|Large Visible Machine| September 16, 2016
3825|Zenodyne R|--|--|--|--|NR|Team Grybanser Fox|Team Grybanser Fox|Action
3826|Tachyon Project|1½ Hours|2½ Hours|3½ Hours|3 Hours|60|Eclipse Games|Eclipse Games|Action
3827|Iron Commando: Koutetsu no Senshi|1½ Hours|--|--|1½ Hours|30|Arcade Zone|Poppo|Beat 'em Up
3828|The Final Station|4½ Hours|5½ Hours|6 Hours|5 Hours|68|Oleg Sergeev, Andrey Rumak, Do My Best|tinyBuild|Action, Adventure
3829|Magna Braban: Henreki no Yusha|18 Hours|--|--|18 Hours|70|Lenar|ASK| November 18, 1994
3830|Fallout 4: Nuka-World|12 Hours|17½ Hours|25 Hours|17½ Hours|72| DLC/Expansion|Bethesda Game Studios|PC, PlayStation 4, Xbox One
3831|Octodad: Dadliest Catch - Shorts: Medical Mess|25 Mins|26 Mins|--|25 Mins|73| DLC/Expansion|Young Horses|PC
3832|Phantasmat|--|--|--|--|NR|Codeminion|Codeminion| January 07, 2011
3833|PuppetShow: Mystery of Joyville|--|--|--|--|NR|ERS G-Studio|Big Fish Games| October 02, 2009
3834|Wayward (2016)|--|--|--|--|NR|Unlok|Unlok| April 22, 2016
3835|The Concourse|--|--|--|--|NR|A & B Game Studios|A & B Game Studios| June 01, 2016
3836|Rent-A-Hero (1991)|--|--|--|--|NR|Sega AM2|Sega| September 20, 1991
3837|Titan Quest: Anniversary Edition|34 Hours|43 Hours|56 Hours|41½ Hours|75|Iron Lore Entertainment, THQ Nordic|THQ Nordic|Action, Role-Playing
3838|Back in 1995|1½ Hours|--|--|1½ Hours|NR|Throw the Warped Code Out|Degica Games|Third-Person, Adventure, Survival, Survival Horror
3839|Shop Heroes|--|--|--|--|NR|Cloudcade|Cloudcade|Role-Playing, Simulation
3840|Four Sided Fantasy|1½ Hours|--|4½ Hours|2 Hours|72|Ludo Land|Serenity Forge|Platform, Puzzle
3841|Damaged Core|--|--|--|--|NR|High Voltage Software|High Voltage Software| August 30, 2016
3842|Children of Zodiarcs|16 Hours|23½ Hours|34½ Hours|20 Hours|67|Cardboard Utopia|Cardboard Utopia|Role-Playing, Strategy
3843|Lion Quest|3 Hours|--|--|3 Hours|55|Dracula's Cave|Dracula's Cave|Action, Adventure
3844|Bounce Tales|6 Hours|--|--|6 Hours|NR|Rovio Mobile|Nokia|Side, Platform
3845|Buzz!: The Ultimate Music Quiz|--|--|--|--|NR|Relentless Software|Sony Computer Entertainment Europe|Party
3846|Screamer Rally|--|--|--|--|NR|Milestone|Virgin Interactive| 1997
3847|UFC: Throwdown|--|--|--|--|80|Genki, Capcom Production Studio 3|Crave Entertainment| June 03, 2002
3848|The Adventures of Maddog Williams in the Dungeons of Duridian|--|--|--|--|NR|Game Crafters|Game Crafters| 1992
3849|Ridge Racer 2 (2006)|5½ Hours|--|--|5½ Hours|60|Namco Bandai Games|Namco|Racing
3850|Parascientific Escape: Cruise in the Distant Seas|3½ Hours|4½ Hours|5 Hours|4½ Hours|72|CIRCLE Entertainment|CIRCLE Entertainment|Adventure
3851|Corona Blossom: Vol.1 - Gift From the Galaxy|8½ Hours|--|10 Hours|9½ Hours|70|Frontwing|Frontwing USA|Visual Novel
3852|Gahkthun of the Golden Lightning|17½ Hours|--|--|17½ Hours|NR|Liar-soft|MangaGamer|Adventure
3853|Featherpunk Prime|--|8 Hours|--|8 Hours|60|Super Hatch Games|Super Hatch Games|Action
3854|Euphoria (2015)|25 Hours|--|--|25 Hours|70|Clock Up|Clock Up and MangaGamer|Text, Visual Novel
3855|The Nest|--|--|--|--|NR|Invrse Studios|Invrse Studios| June 14, 2016
3856|Edge of Nowhere|3½ Hours|4 Hours|4½ Hours|4½ Hours|70|Insomniac Games|Oculus Studios|Third-Person, Virtual Reality
3857|Table Top Racing: World Tour - Supercharger Pack|--|--|--|--|NR| DLC/Expansion|Playrise Digital|Racing
3858|Picross 3D: Round 2|37½ Hours|50 Hours|65 Hours|58½ Hours|87|HAL Laboratory|Nintendo|Puzzle
3859|Shadow Warrior 2|8½ Hours|15½ Hours|19½ Hours|14½ Hours|75|Flying Wild Hog|Devolver Digital|First-Person, Shooter
3860|Spoolside|2 Hours|--|--|2 Hours|70|Humble Original|Side, Multidirectional, Scrolling, Adventure, Interactive Art, Puzzle| 1 Month Ago
3861|Candle|8 Hours|8 Hours|8½ Hours|8½ Hours|73|Teku Studios|Daedalic Entertainment|Adventure, Puzzle
3862|God's One Day World|4 Hours|--|--|4 Hours|NR|PC|Puzzle, Visual Novel| 3 Months Ago
3863|A Detective's Novel|1½ Hours|--|2½ Hours|2½ Hours|20|Amaterasu Software|Amaterasu Software|Visual Novel
3864|Ace of Protectors|--|9 Hours|13½ Hours|11 Hours|NR|xPathfinder|xPathfinder Games|Action, Adventure
3865|Adventure World|--|--|5 Hours|5 Hours|NR|Alibi|Alibi| August 02, 2016
3866|The Uncertain|3 Hours|3 Hours|3½ Hours|3 Hours|63|ComonGames|ComonGames|Adventure
3867|The Treasure of Uşas|--|--|--|--|NR|Konami|Konami| 1987
3868|Monsters and Monocles|--|--|--|--|NR|Retro Dreamer|Retro Dreamer| August 16, 2016
3869|De-Void|--|--|2 Hours|2 Hours|52|Pulsetense Games|KISS|First-Person, Adventure
3870|Epic Battle Fantasy 3|15 Hours|15½ Hours|18 Hours|16 Hours|77|Matt Roszak|Matt Roszak|Role-Playing
3871|Epic Battle Fantasy 2|3 Hours|--|5 Hours|3½ Hours|75|Matt Roszak|Matt Roszak|Role-Playing
3872|Beauty and the Beast (1982)|--|--|--|--|NR|Imagic|Imagic| 1982
3873|Reset 1-1|--|--|1½ Hours|1½ Hours|40|xXarabongXx|New Reality Games|Action, Role-Playing
3874|Polynomial 2|--|--|--|--|NR|Dmytry Lavrov|Dmytry Lavrov| May 31, 2016
3875|Redout|17½ Hours|17½ Hours|72½ Hours|28½ Hours|78|34BigThings|34BigThings|Racing
3876|Slavistan|--|--|--|--|NR|Free Candy Games|Free Candy Games| July 29, 2016
3877|Hold the Door!|--|--|--|--|NR|Saucisson|Saucisson| September 02, 2016
3878|GunGirl 2|--|--|--|--|NR|BlueEagle Productions|Paul Schneider| June 07, 2010
3879|Minds Eyes|35 Mins|--|--|35 Mins|NR|Stanislaw Truchowski|TurnVex|Adventure, Survival Horror
3880|Sally Face - Episode One: Strange Neighbors|46 Mins|1 Hours|2 Hours|1 Hours|75|Steve Gabry|PC| 2016
3881|LASTFIGHT|30 Mins|2 Hours|--|1 Hours|NR|Piranaking|Piranaking|Action, Fighting
3882|UBERMOSH Vol.3|15 Mins|25 Mins|59 Mins|33 Mins|63|Walter Machado|Walter Machado|Action
3883|VOEZ|13½ Hours|--|--|13½ Hours|76|Rayark International|Nintendo Switch| May 26, 2016
3884|Rainbow Web 2|5 Hours|--|--|5 Hours|70|Legacy Interactive|Point-and-Click, Puzzle| 11.5 Months Ago
3885|Space Rangers: Quest|--|--|--|--|NR|SNK Games|1C Company| September 05, 2016
3886|Masquerada: Songs and Shadows|14½ Hours|15½ Hours|16½ Hours|15 Hours|73|Witching Hour Studios|Ysbryd Games|Role-Playing
3887|The Bunker|2 Hours|2 Hours|2½ Hours|2 Hours|63|Splendy Interactive, Wales Interactive|Green Man Gaming Publishing|Adventure
3888|Livelock|4½ Hours|7 Hours|26½ Hours|6 Hours|71|Tuque Games|Perfect World Entertainment|Top-Down, Shooter
3889|Shiny|3½ Hours|9 Hours|--|6½ Hours|NR|Garage 227|1C Company|Action, Platform
3890|Ian's Eyes|--|--|--|--|NR|Sindie Games|SOEDESCO Publishing| September 01, 2016
3891|Hidden my game by mom|36 Mins|37 Mins|--|36 Mins|75|Hap|Android, iOS, Nintendo Switch| 1 Week Ago
3892|Mystery Expedition: Prisoners of Ice|1½ Hours|2½ Hours|--|2 Hours|NR|Lazy Turtle Games|Tri Synergy|Hidden Object
3893|The Warlock of Firetop Mountain|2½ Hours|--|37½ Hours|5 Hours|53|Tin Man Games|Tin Man Games|Adventure
3894|Caravan|9 Hours|--|11½ Hours|10½ Hours|60|it Matters Games|Daedalic Entertainment|Adventure, Strategy
3895|System Crash|12 Hours|--|--|12 Hours|60|Rogue Moon Studios|Rogue Moon Studios|Card Game, Strategy
3896|Flip Diving|12½ Hours|--|14 Hours|13½ Hours|50|MotionVolt Games|Miniclip|Side, Sports
3897|Touhou Genso Rondo: Bullet Ballet|2 Hours|--|--|2 Hours|65|NIS America|NIS America|Fighting, Shooter
3898|Dungeons & Robots|--|--|--|--|NR|Glow Games Studio|Digital Tribe| February 29, 2016
3899|Epic Manager|--|--|15 Hours|15 Hours|NR|ManaVoid Entertainment|ManaVoid Entertainment|Role-Playing, Stealth
3900|Shonen Idle Z|--|--|453 Hours|453 Hours|NR|Zakos Games|Zakos Games|Point-and-Click
3901|The Spatials: Galactology|--|--|--|--|NR|Weird and Wry|Weird and Wry| July 07, 2016
3902|Industry Empire|--|--|--|--|NR|Actalogic|Rondo Media| July 30, 2014
3903|Tyto Ecology|--|--|--|--|60|Immersed Games|Immersed Games| April 14, 2016
3904|Breached|2½ Hours|--|--|2½ Hours|70|Drama Drifters|Nkidu Games|Adventure
3905|Pro Cycling Manager 2016|--|--|--|--|NR|Cyanide Studio|Focus Home Interactive|Racing, Simulation
3906|New York Taxi Simulator|--|--|--|--|NR|Little Freedom Factory|United Independent Entertainment| March 04, 2016
3907|Rail Cargo Simulator|--|--|--|--|NR|United Independent Entertainment|United Independent Entertainment| June 07, 2016
3908|Liftoff|--|--|--|--|NR|LuGus Studios|LuGus Studios| November 09, 2015
3909|Rainbow Web|4½ Hours|--|--|4½ Hours|70|Sugar Games|PC| 2005
3910|Kimulator: Fight for your destiny|15 Mins|15 Mins|15 Mins|15 Mins|20|Bmc Studio|Bmc Studio|Adventure
3911|Zombitatos the End of the PC Master Race|16 Mins|--|--|16 Mins|NR|Bmc Studio|Bmc Studio| September 09, 2016
3912|Whispers|2½ Hours|--|--|2½ Hours|NR|Peace|Peace|Action, Adventure
3913|The Legend: A University Story|--|--|--|--|NR|Austin Handle|Howling Legend Studios| July 27, 2016
3914|The Secret Monster Society: Chapter One|--|--|--|--|90|Deceptive Games|Deceptive Games| July 28, 2016
3915|Mustache in Hell|3½ Hours|3½ Hours|4 Hours|3½ Hours|NR|IdunaSoft|Black Shell Media| July 28, 2016
